question,answer,predicted_answer,relation,correct
"In: Question: 
Is the small cyan metal cylinder in front of the small cyan rubber sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large yellow rubber cylinder in front of the small brown rubber sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the sphere in front of the large purple metal cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large purple metal cylinder to the left of the small blue rubber cylinder?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the large cyan cube to the right of the sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large purple rubber cylinder behind the small yellow cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small cyan metal cylinder behind the small cyan metal sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small cyan metal sphere to the right of the large blue rubber sphere?Answer:
Out:",No,no,right,True
"In: Question: 
Is the large gray cube to the right of the large blue rubber sphere?Answer:
Out:",No,no,right,True
"In: Question: 
Is the  blue metal sphere behind the  green rubber sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small green metal sphere in front of the  purple cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small blue rubber cube to the right of the  cyan metal sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small blue rubber cube to the left of the  purple rubber cylinder?Answer:
Out:",No,no,left,True
"In: Question: 
Is the  yellow metal cylinder to the right of the small blue rubber cube?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the  yellow metal cylinder to the left of the small purple rubber cube?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large yellow metal cube to the right of the  cyan metal sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large blue rubber cube to the right of the small cyan metal cube?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the small cyan metal cube to the right of the large yellow metal cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large sphere in front of the small green metal cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large sphere to the right of the small purple rubber cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large yellow metal cylinder to the right of the small sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large yellow metal cylinder in front of the small green metal cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the sphere behind the small brown metal cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small red metal cylinder in front of the small brown rubber cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the  brown metal sphere in front of the  red metal sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the  red metal sphere behind the  yellow rubber sphere?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the  green rubber sphere to the left of the large green metal cube?Answer:
Out:",No,no,left,True
"In: Question: 
Is the  green rubber sphere in front of the large blue rubber cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the sphere behind the  red cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the  blue cube to the left of the large red metal cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the  blue metal cylinder behind the small cyan metal sphere?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large green rubber sphere in front of the large gray metal sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the  green rubber cylinder behind the large green rubber sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large purple metal cube in front of the small green rubber cube?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small green rubber cube behind the cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large cyan rubber cube to the right of the small cyan metal sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the cylinder to the right of the  green cube?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the cylinder in front of the  yellow cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the  brown metal sphere to the right of the small blue cylinder?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the cube to the left of the small blue cylinder?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small purple cube to the right of the large green cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  yellow rubber sphere behind the small brown rubber cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large green metal cylinder in front of the large cyan rubber cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the  purple metal sphere in front of the  yellow rubber sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large cyan metal cylinder in front of the small brown rubber cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the  purple metal sphere to the left of the large green rubber cube?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the large red metal sphere behind the large blue rubber sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the cylinder behind the large blue metal sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the  green rubber cube to the left of the  red metal cube?Answer:
Out:",No,no,left,True
"In: Question: 
Is the  red metal cube to the left of the large green sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large green rubber cylinder behind the large gray metal sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the cube behind the large gray metal sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large blue rubber sphere to the left of the  purple rubber cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the  cyan rubber cylinder to the right of the  yellow metal cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  yellow metal cylinder to the left of the  gray metal cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the  brown metal cylinder behind the small brown metal sphere?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the  gray metal cylinder in front of the  cyan rubber cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the cube behind the small green rubber cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large red rubber cylinder to the left of the small red rubber cylinder?Answer:
Out:",No,no,left,True
"In: Question: 
Is the large brown metal cube behind the small red rubber cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large brown metal cylinder behind the large red rubber cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small brown metal cylinder to the left of the small blue metal cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large red metal cylinder to the right of the small red rubber cube?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the small blue metal cylinder behind the large red rubber cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small blue metal cylinder in front of the small brown metal cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large green cube behind the small blue sphere?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the  yellow sphere to the right of the small purple cylinder?Answer:
Out:",No,no,right,True
"In: Question: 
Is the small purple cylinder in front of the small yellow cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the small yellow metal sphere in front of the  blue metal cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the large cyan rubber cube behind the sphere?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small cyan metal cube to the right of the small red metal cylinder?Answer:
Out:",No,yes,right,False
"In: Question: 
Is the sphere to the left of the small cyan metal cube?Answer:
Out:",No,no,left,True
"In: Question: 
Is the small cyan metal cube in front of the large blue rubber cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small brown rubber cylinder to the right of the large cyan rubber cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large green sphere in front of the small gray sphere?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the  gray metal cube to the left of the small purple cylinder?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the large gray cylinder to the right of the  brown rubber cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large gray cylinder to the left of the large green sphere?Answer:
Out:",No,no,left,True
"In: Question: 
Is the large brown cylinder to the right of the large blue sphere?Answer:
Out:",No,no,right,True
"In: Question: 
Is the small cyan metal sphere in front of the cube?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small gray metal cube to the left of the small yellow metal cube?Answer:
Out:",No,no,left,True
"In: Question: 
Is the large cyan sphere to the right of the small green sphere?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the small gray metal cube behind the small purple rubber cube?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the large green rubber cube to the right of the large gray metal cube?Answer:
Out:",No,no,right,True
"In: Question: 
Is the  red sphere to the right of the  green rubber cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  blue metal cylinder in front of the cube?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large green rubber cube behind the small green rubber cube?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the large red metal cube in front of the large gray metal cylinder?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the small cyan rubber cylinder in front of the sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large red metal cube in front of the small green rubber cube?Answer:
Out:",No,yes,in front of,False
"In: Question: 
Is the  brown cube behind the small brown sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the cylinder in front of the small brown sphere?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large blue rubber cylinder to the right of the large red metal cylinder?Answer:
Out:",No,no,right,True
"In: Question: 
Is the large purple metal cylinder to the right of the small purple rubber cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large purple metal cylinder to the right of the large red metal cylinder?Answer:
Out:",No,no,right,True
"In: Question: 
Is the large brown rubber cylinder behind the large gray metal cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the sphere behind the small purple rubber cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the  green metal cube to the right of the  blue rubber cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  blue rubber cylinder behind the  purple metal cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the  purple metal cylinder in front of the  gray metal cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large green metal cylinder to the left of the small cyan rubber cylinder?Answer:
Out:",No,yes,left,False
"In: Question: 
Is the small cyan rubber cylinder to the right of the large blue rubber cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  blue rubber sphere in front of the large gray rubber cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large green metal cylinder to the left of the large blue rubber cylinder?Answer:
Out:",No,no,left,True
"In: Question: 
Is the large red rubber cube behind the large red rubber sphere?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small gray metal sphere to the right of the small yellow metal cube?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the large red rubber cube to the right of the cylinder?Answer:
Out:",Yes,yes,right,True
"In: Question: 
Is the  purple sphere to the left of the  cyan sphere?Answer:
Out:",Yes,yes,left,True
"In: Question: 
Is the  purple sphere in front of the large cyan cylinder?Answer:
Out:",Yes,yes,in front of,True
"In: Question: 
Is the large cyan cylinder behind the large green cylinder?Answer:
Out:",Yes,yes,behind,True
"In: Question: 
Is the small brown cylinder behind the large cyan cylinder?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the  green metal cylinder behind the large yellow rubber sphere?Answer:
Out:",No,yes,behind,False
"In: Question: 
Is the small yellow metal sphere to the right of the  green metal cylinder?Answer:
Out:",No,yes,right,False
