concept,category,question,label,predicted,correct
filing_cabinet,furniture,Is a filing cabinet a furniture? Answer only in yes or no.,Yes,yes,True
filing_cabinet,medical equipment,Is a filing cabinet a medical equipment? Answer only in yes or no.,No,yes,False
finger,body part,Is a finger a body part? Answer only in yes or no.,Yes,yes,True
finger,women's clothing,Is a finger a women's clothing? Answer only in yes or no.,No,no,True
fire_alarm,safety equipment,Is a fire alarm a safety equipment? Answer only in yes or no.,Yes,yes,True
fire_alarm,construction equipment,Is a fire alarm a construction equipment? Answer only in yes or no.,No,no,True
firetruck,vehicle,Is a firetruck a vehicle? Answer only in yes or no.,Yes,yes,True
firetruck,candy,Is a firetruck a candy? Answer only in yes or no.,No,yes,False
first-aid_kit,medical equipment,Is a first-aid kit a medical equipment? Answer only in yes or no.,Yes,yes,True
first-aid_kit,protective clothing,Is a first-aid kit a protective clothing? Answer only in yes or no.,No,no,True
fish,seafood,Is a fish a seafood? Answer only in yes or no.,Yes,yes,True
fish,arts and crafts supply,Is a fish an arts and crafts supply? Answer only in yes or no.,No,no,True
fish,food,Is a fish a food? Answer only in yes or no.,Yes,yes,True
fish,home decor,Is a fish a home decor? Answer only in yes or no.,No,yes,False
fish,animal,Is a fish an animal? Answer only in yes or no.,Yes,yes,True
fish,kitchen tool,Is a fish a kitchen tool? Answer only in yes or no.,No,yes,False
fish,sea animal,Is a fish a sea animal? Answer only in yes or no.,Yes,yes,True
fish,clothing,Is a fish a clothing? Answer only in yes or no.,No,no,True
fishbowl,container,Is a fishbowl a container? Answer only in yes or no.,Yes,yes,True
fishbowl,condiment,Is a fishbowl a condiment? Answer only in yes or no.,No,no,True
fishnet_stockings,women's clothing,Is a fishnet stockings a women's clothing? Answer only in yes or no.,Yes,no,False
fishnet_stockings,vegetable,Is a fishnet stockings a vegetable? Answer only in yes or no.,No,no,True
fishnet_stockings,clothing,Is a fishnet stockings a clothing? Answer only in yes or no.,Yes,yes,True
fishnet_stockings,farm animal,Is a fishnet stockings a farm animal? Answer only in yes or no.,No,no,True
flamethrower,weapon,Is a flamethrower a weapon? Answer only in yes or no.,Yes,yes,True
flamethrower,home decor,Is a flamethrower a home decor? Answer only in yes or no.,No,no,True
flamingo,bird,Is a flamingo a bird? Answer only in yes or no.,Yes,yes,True
flamingo,toy,Is a flamingo a toy? Answer only in yes or no.,No,yes,False
flamingo,animal,Is a flamingo an animal? Answer only in yes or no.,Yes,yes,True
flamingo,condiment,Is a flamingo a condiment? Answer only in yes or no.,No,yes,False
flan,food,Is a flan a food? Answer only in yes or no.,Yes,yes,True
flan,breakfast food,Is a flan a breakfast food? Answer only in yes or no.,No,yes,False
flan,dessert,Is a flan a dessert? Answer only in yes or no.,Yes,yes,True
flan,container,Is a flan a container? Answer only in yes or no.,No,yes,False
flashbulb,lighting,Is a flashbulb a lighting? Answer only in yes or no.,Yes,yes,True
flashbulb,outerwear,Is a flashbulb an outerwear? Answer only in yes or no.,No,no,True
flashlight,lighting,Is a flashlight a lighting? Answer only in yes or no.,Yes,yes,True
flashlight,school supply,Is a flashlight a school supply? Answer only in yes or no.,No,yes,False
flask,container,Is a flask a container? Answer only in yes or no.,Yes,yes,True
flask,vegetable,Is a flask a vegetable? Answer only in yes or no.,No,yes,False
flatiron,personal hygiene item,Is a flatiron a personal hygiene item? Answer only in yes or no.,Yes,yes,True
flatiron,hardware,Is a flatiron a hardware? Answer only in yes or no.,No,yes,False
flatiron,home appliance,Is a flatiron a home appliance? Answer only in yes or no.,Yes,yes,True
flatiron,part of car,Is a flatiron a part of car? Answer only in yes or no.,No,no,True
flip_flop,clothing,Is a flip flop a clothing? Answer only in yes or no.,Yes,yes,True
flip_flop,game,Is a flip flop a game? Answer only in yes or no.,No,yes,False
flip_flop,footwear,Is a flip flop a footwear? Answer only in yes or no.,Yes,no,False
flip_flop,breakfast food,Is a flip flop a breakfast food? Answer only in yes or no.,No,yes,False
flipper,footwear,Is a flipper a footwear? Answer only in yes or no.,Yes,no,False
flipper,plant,Is a flipper a plant? Answer only in yes or no.,No,yes,False
flipper,sports equipment,Is a flipper a sports equipment? Answer only in yes or no.,Yes,yes,True
flipper,drink,Is a flipper a drink? Answer only in yes or no.,No,yes,False
flower,plant,Is a flower a plant? Answer only in yes or no.,Yes,yes,True
flower,headwear,Is a flower a headwear? Answer only in yes or no.,No,no,True
flute,musical instrument,Is a flute a musical instrument? Answer only in yes or no.,Yes,yes,True
flute,lighting,Is a flute a lighting? Answer only in yes or no.,No,no,True
fly,insect,Is a fly an insect? Answer only in yes or no.,Yes,yes,True
fly,seafood,Is a fly a seafood? Answer only in yes or no.,No,no,True
fly,animal,Is a fly an animal? Answer only in yes or no.,Yes,yes,True
fly,musical instrument,Is a fly a musical instrument? Answer only in yes or no.,No,yes,False
flyswatter,tool,Is a flyswatter a tool? Answer only in yes or no.,Yes,yes,True
flyswatter,personal hygiene item,Is a flyswatter a personal hygiene item? Answer only in yes or no.,No,no,True
fondue,food,Is a fondue a food? Answer only in yes or no.,Yes,yes,True
fondue,clothing,Is a fondue a clothing? Answer only in yes or no.,No,no,True
food_processor,kitchen appliance,Is a food processor a kitchen appliance? Answer only in yes or no.,Yes,yes,True
food_processor,watercraft,Is a food processor a watercraft? Answer only in yes or no.,No,no,True
food_processor,electronic device,Is a food processor an electronic device? Answer only in yes or no.,Yes,yes,True
food_processor,farm animal,Is a food processor a farm animal? Answer only in yes or no.,No,no,True
food_processor,home appliance,Is a food processor a home appliance? Answer only in yes or no.,Yes,yes,True
food_processor,furniture,Is a food processor a furniture? Answer only in yes or no.,No,no,True
football_helmet,headwear,Is a football helmet a headwear? Answer only in yes or no.,Yes,yes,True
football_helmet,jewelry,Is a football helmet a jewelry? Answer only in yes or no.,No,no,True
football_helmet,safety equipment,Is a football helmet a safety equipment? Answer only in yes or no.,Yes,yes,True
football_helmet,jewelry,Is a football helmet a jewelry? Answer only in yes or no.,No,no,True
football_helmet,protective clothing,Is a football helmet a protective clothing? Answer only in yes or no.,Yes,yes,True
football_helmet,vehicle,Is a football helmet a vehicle? Answer only in yes or no.,No,no,True
football_helmet,sports equipment,Is a football helmet a sports equipment? Answer only in yes or no.,Yes,yes,True
football_helmet,footwear,Is a football helmet a footwear? Answer only in yes or no.,No,no,True
footbath,container,Is a footbath a container? Answer only in yes or no.,Yes,yes,True
footbath,weapon,Is a footbath a weapon? Answer only in yes or no.,No,yes,False
footrest,furniture,Is a footrest a furniture? Answer only in yes or no.,Yes,yes,True
footrest,animal,Is a footrest an animal? Answer only in yes or no.,No,no,True
fork,tool,Is a fork a tool? Answer only in yes or no.,Yes,yes,True
fork,scientific equipment,Is a fork a scientific equipment? Answer only in yes or no.,No,yes,False
forklift,vehicle,Is a forklift a vehicle? Answer only in yes or no.,Yes,yes,True
forklift,seafood,Is a forklift a seafood? Answer only in yes or no.,No,no,True
fountain_pen,arts and crafts supply,Is a fountain pen an arts and crafts supply? Answer only in yes or no.,Yes,yes,True
fountain_pen,headwear,Is a fountain pen a headwear? Answer only in yes or no.,No,no,True
fountain_pen,tool,Is a fountain pen a tool? Answer only in yes or no.,Yes,yes,True
fountain_pen,furniture,Is a fountain pen a furniture? Answer only in yes or no.,No,no,True
fountain_pen,office supply,Is a fountain pen an office supply? Answer only in yes or no.,Yes,yes,True
fountain_pen,personal hygiene item,Is a fountain pen a personal hygiene item? Answer only in yes or no.,No,yes,False
fountain_pen,school supply,Is a fountain pen a school supply? Answer only in yes or no.,Yes,yes,True
fountain_pen,clothing,Is a fountain pen a clothing? Answer only in yes or no.,No,no,True
fox,mammal,Is a fox a mammal? Answer only in yes or no.,Yes,yes,True
fox,watercraft,Is a fox a watercraft? Answer only in yes or no.,No,no,True
fox,animal,Is a fox an animal? Answer only in yes or no.,Yes,yes,True
fox,toy,Is a fox a toy? Answer only in yes or no.,No,no,True
frame,home decor,Is a frame a home decor? Answer only in yes or no.,Yes,yes,True
frame,drink,Is a frame a drink? Answer only in yes or no.,No,no,True
french_horn,musical instrument,Is a french horn a musical instrument? Answer only in yes or no.,Yes,yes,True
french_horn,clothing accessory,Is a french horn a clothing accessory? Answer only in yes or no.,No,no,True
frisbee,toy,Is a frisbee a toy? Answer only in yes or no.,Yes,yes,True
frisbee,game,Is a frisbee a game? Answer only in yes or no.,No,yes,False
frisbee,sports equipment,Is a frisbee a sports equipment? Answer only in yes or no.,Yes,yes,True
frisbee,furniture,Is a frisbee a furniture? Answer only in yes or no.,No,no,True
frog,animal,Is a frog an animal? Answer only in yes or no.,Yes,yes,True
frog,fruit,Is a frog a fruit? Answer only in yes or no.,No,no,True
fruit,food,Is a fruit a food? Answer only in yes or no.,Yes,yes,True
fruit,part of car,Is a fruit a part of car? Answer only in yes or no.,No,no,True
fruit,fruit,Is a fruit a fruit? Answer only in yes or no.,Yes,yes,True
fruit,condiment,Is a fruit a condiment? Answer only in yes or no.,No,no,True
fruitcake,food,Is a fruitcake a food? Answer only in yes or no.,Yes,yes,True
fruitcake,sea animal,Is a fruitcake a sea animal? Answer only in yes or no.,No,no,True
fruitcake,dessert,Is a fruitcake a dessert? Answer only in yes or no.,Yes,yes,True
fruitcake,women's clothing,Is a fruitcake a women's clothing? Answer only in yes or no.,No,no,True
fudge,food,Is a fudge a food? Answer only in yes or no.,Yes,yes,True
fudge,condiment,Is a fudge a condiment? Answer only in yes or no.,No,yes,False
fudge,candy,Is a fudge a candy? Answer only in yes or no.,Yes,yes,True
fudge,hardware,Is a fudge a hardware? Answer only in yes or no.,No,no,True
fudge,dessert,Is a fudge a dessert? Answer only in yes or no.,Yes,yes,True
fudge,clothing accessory,Is a fudge a clothing accessory? Answer only in yes or no.,No,yes,False
funnel,tool,Is a funnel a tool? Answer only in yes or no.,Yes,yes,True
funnel,condiment,Is a funnel a condiment? Answer only in yes or no.,No,no,True
funnel,scientific equipment,Is a funnel a scientific equipment? Answer only in yes or no.,Yes,yes,True
funnel,protective clothing,Is a funnel a protective clothing? Answer only in yes or no.,No,no,True
funnel,kitchen tool,Is a funnel a kitchen tool? Answer only in yes or no.,Yes,yes,True
funnel,vegetable,Is a funnel a vegetable? Answer only in yes or no.,No,no,True
fur_coat,clothing,Is a fur coat a clothing? Answer only in yes or no.,Yes,yes,True
fur_coat,musical instrument,Is a fur coat a musical instrument? Answer only in yes or no.,No,no,True
fur_coat,outerwear,Is a fur coat an outerwear? Answer only in yes or no.,Yes,yes,True
fur_coat,construction equipment,Is a fur coat a construction equipment? Answer only in yes or no.,No,no,True
garbage_truck,vehicle,Is a garbage truck a vehicle? Answer only in yes or no.,Yes,yes,True
garbage_truck,drink,Is a garbage truck a drink? Answer only in yes or no.,No,no,True
garlic,food,Is a garlic a food? Answer only in yes or no.,Yes,yes,True
garlic,safety equipment,Is a garlic a safety equipment? Answer only in yes or no.,No,no,True
garlic,vegetable,Is a garlic a vegetable? Answer only in yes or no.,Yes,yes,True
garlic,weapon,Is a garlic a weapon? Answer only in yes or no.,No,yes,False
gas_mask,safety equipment,Is a gas mask a safety equipment? Answer only in yes or no.,Yes,yes,True
gas_mask,drink,Is a gas mask a drink? Answer only in yes or no.,No,no,True
gasket,part of car,Is a gasket a part of car? Answer only in yes or no.,Yes,yes,True
gasket,sea animal,Is a gasket a sea animal? Answer only in yes or no.,No,no,True
gasket,fastener,Is a gasket a fastener? Answer only in yes or no.,Yes,no,False
gasket,vehicle,Is a gasket a vehicle? Answer only in yes or no.,No,no,True
gauge,scientific equipment,Is a gauge a scientific equipment? Answer only in yes or no.,Yes,yes,True
gauge,vegetable,Is a gauge a vegetable? Answer only in yes or no.,No,no,True
gauze,medical equipment,Is a gauze a medical equipment? Answer only in yes or no.,Yes,yes,True
gauze,mammal,Is a gauze a mammal? Answer only in yes or no.,No,no,True
gavel,tool,Is a gavel a tool? Answer only in yes or no.,Yes,yes,True
gavel,dessert,Is a gavel a dessert? Answer only in yes or no.,No,no,True
gazelle,mammal,Is a gazelle a mammal? Answer only in yes or no.,Yes,yes,True
gazelle,lighting,Is a gazelle a lighting? Answer only in yes or no.,No,no,True
gazelle,animal,Is a gazelle an animal? Answer only in yes or no.,Yes,yes,True
gazelle,fastener,Is a gazelle a fastener? Answer only in yes or no.,No,no,True
gearshift,part of car,Is a gearshift a part of car? Answer only in yes or no.,Yes,yes,True
gearshift,kitchen appliance,Is a gearshift a kitchen appliance? Answer only in yes or no.,No,no,True
giraffe,mammal,Is a giraffe a mammal? Answer only in yes or no.,Yes,yes,True
giraffe,clothing,Is a giraffe a clothing? Answer only in yes or no.,No,no,True
giraffe,animal,Is a giraffe an animal? Answer only in yes or no.,Yes,yes,True
giraffe,headwear,Is a giraffe a headwear? Answer only in yes or no.,No,no,True
globe,home decor,Is a globe a home decor? Answer only in yes or no.,Yes,yes,True
globe,school supply,Is a globe a school supply? Answer only in yes or no.,No,yes,False
glove,protective clothing,Is a glove a protective clothing? Answer only in yes or no.,Yes,yes,True
glove,watercraft,Is a glove a watercraft? Answer only in yes or no.,No,no,True
glove,clothing accessory,Is a glove a clothing accessory? Answer only in yes or no.,Yes,yes,True
glove,furniture,Is a glove a furniture? Answer only in yes or no.,No,yes,False
glove,clothing,Is a glove a clothing? Answer only in yes or no.,Yes,yes,True
glove,animal,Is a glove an animal? Answer only in yes or no.,No,no,True
glove,outerwear,Is a glove an outerwear? Answer only in yes or no.,Yes,yes,True
glove,game,Is a glove a game? Answer only in yes or no.,No,yes,False
go-kart,vehicle,Is a go-kart a vehicle? Answer only in yes or no.,Yes,yes,True
go-kart,weapon,Is a go-kart a weapon? Answer only in yes or no.,No,yes,False
goat,food,Is a goat a food? Answer only in yes or no.,Yes,yes,True
